Id,CIF,Entidad_Norm,Provincia_Entidad,ID_ENTIDAD,NIF_COD,ACRONIMO,NOMBRE_ENTIDAD,Nombre_Entidad_Mostrar,TIPO_ENTIDAD_N1_1,TIPO_ENTIDAD_N2_1,DIRECCION_POSTAL,COD_POSTAL,COD_PROVINCIA,PROVINCIA,COD_CCAA,CCAA,ENLACE_WEB,SOMMA,TIPO_ENTIDAD_REGIONAL,ESTADO_x,CodigoInvente,DenominacionSocial,FormaJuridica_Codigo,FormaJuridica_Descripcion,NIF,codigoDir3,codigoOrigen,Provincia_Codigo,C_ID_UD_ORGANICA,C_DNM_UD_ORGANICA,C_ID_NIVEL_ADMON,C_ID_TIPO_ENT_PUBLICA,N_NIVEL_JERARQUICO,C_ID_DEP_UD_SUPERIOR,C_DNM_UD_ORGANICA_SUPERIOR,C_ID_DEP_UD_PRINCIPAL,C_DNM_UD_ORGANICA_PRINCIPAL,B_SW_DEP_EDP_PRINCIPAL,C_ID_DEP_EDP_PRINCIPAL,C_DNM_UD_ORGANICA_EDP_PRINCIPAL,C_ID_ESTADO,D_VIG_ALTA_OFICIAL,NIF_CIF,C_ID_AMB_PROVINCIA,C_DESC_PROV,CONTACTOS,List_Entidad_Norm,List_Provincia_Entidad,List_CIF
11780,,facultad de educacion universidad de la laguna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de educacion universidad de la laguna,,
11781,,facultad de educacion universidad de murcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de educacion universidad de murcia,,
11782,,facultad de educacion universidad nacional educacion a distancia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de educacion universidad nacional educacion a distancia,,
11783,,facultad de educacion y ciencias sociales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de educacion y ciencias sociales,,
11784,,facultad de educacion y deporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de educacion y deporte,,
11785,,facultad de educacion y humanidades ceuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de educacion y humanidades ceuta,,
11786,,facultad de educacion y humanidades melilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de educacion y humanidades melilla,,
11787,,facultad de educacion y psicologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de educacion y psicologia,,
11788,,facultad de educacion y salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de educacion y salud,,
11789,,facultad de educacion y trabajo social,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de educacion y trabajo social,,
11790,,facultad de empresa finanzas y turismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de empresa finanzas y turismo,,
11791,,facultad de empresa y comunicacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de empresa y comunicacion,,
11792,,facultad de empresa y gestion publica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de empresa y gestion publica,,
11793,,facultad de enfermeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria,,
11794,,facultad de enfermeria cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria cuenca,,
11795,,facultad de enfermeria de albacete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria de albacete,,
11796,,facultad de enfermeria de ciudad real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria de ciudad real,,
11797,,facultad de enfermeria de cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria de cuenca,,
11798,,facultad de enfermeria de gerona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria de gerona,,
11799,,facultad de enfermeria de gijon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria de gijon,,
11800,,facultad de enfermeria de soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria de soria,,
11801,,facultad de enfermeria fisioterapia y p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria fisioterapia y p,,
11802,,facultad de enfermeria fisioterapia y podologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria fisioterapia y podologia,,
11803,,facultad de enfermeria fisioterapia y pologia departamento de enfermeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria fisioterapia y pologia departamento de enfermeria,,
11804,,facultad de enfermeria pamplona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria pamplona,,
11805,,facultad de enfermeria tarragona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria tarragona,,
11806,,facultad de enfermeria valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria valencia,,
11807,,facultad de enfermeria y fisioterapia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria y fisioterapia,,
11808,,facultad de enfermeria y fisioterapia s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria y fisioterapia s,,
11809,,facultad de enfermeria y podologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria y podologia,,
11810,,facultad de enfermeria y terapia ocupaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria y terapia ocupaci,,
11811,,facultad de enfermeria y terapia ocupacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enfermeria y terapia ocupacional,,
11812,,facultad de enologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de enologia,,
11813,,facultad de estudios empresariales y turismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de estudios empresariales y turismo,,
11814,,facultad de estudios estadisticos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de estudios estadisticos,,
11815,,facultad de estudios sociales y del trab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de estudios sociales y del trab,,
11816,,facultad de estudios sociales y del trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de estudios sociales y del trabajo,,
11817,,facultad de faramcia y nutricion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de faramcia y nutricion,,
11818,,facultad de farmacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia,,
11819,,facultad de farmacia ceu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia ceu,,
11820,,facultad de farmacia crib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia crib,,
11821,,facultad de farmacia de albacete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia de albacete,,
11822,,facultad de farmacia de granada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia de granada,,
11823,,facultad de farmacia de la laguna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia de la laguna,,
11824,,facultad de farmacia de la universidad de granada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia de la universidad de granada,,
11825,,facultad de farmacia de salamanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia de salamanca,,
11826,,facultad de farmacia de santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia de santiago,,
11827,,facultad de farmacia de sevilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia de sevilla,,
11828,,facultad de farmacia departamento de farmacia y tecnologia farmaceutica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia departamento de farmacia y tecnologia farmaceutica,,
11829,,facultad de farmacia departamento de farmacologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia departamento de farmacologia,,
11830,,facultad de farmacia departamento de fisiologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia departamento de fisiologia,,
11831,,facultad de farmacia inst univ de investigacion en ciencias policiales dep quimica analitica fisica e ingenieria quimica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia inst univ de investigacion en ciencias policiales dep quimica analitica fisica e ingenieria quimica,,
11832,,facultad de farmacia ucb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia ucb,,
11833,,facultad de farmacia ucm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia ucm,,
11834,,facultad de farmacia universidad de castilla la mancha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia universidad de castilla la mancha,,
11835,,facultad de farmacia universidad san pablo ceu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia universidad san pablo ceu,,
11836,,facultad de farmacia y ciencias de la al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia y ciencias de la al,,
11837,,facultad de farmacia y ciencias de la alimentacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia y ciencias de la alimentacion,,
11838,,facultad de farmacia y nutricion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia y nutricion,,
11839,,facultad de farmacia y nutricion de pamplona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de farmacia y nutricion de pamplona,,
11840,,facultad de fasrmacia crib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de fasrmacia crib,,
11841,,facultad de filologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filologia,,
11842,,facultad de filologia de la universidad de santiago de compostela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filologia de la universidad de santiago de compostela,,
11843,,facultad de filologia traduccion y comu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filologia traduccion y comu,,
11844,,facultad de filologia traduccion y comunicacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filologia traduccion y comunicacion,,
11845,,facultad de filologia y comunicacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filologia y comunicacion,,
11846,,facultad de filologia y traduccion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filologia y traduccion,,
11847,,facultad de filosofia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia,,
11848,,facultad de filosofia ciencias sociales economia y empresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia ciencias sociales economia y empresa,,
11849,,facultad de filosofia de la universidad de murcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia de la universidad de murcia,,
11850,,facultad de filosofia geografia e historia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia geografia e historia,,
11851,,facultad de filosofia universidad de barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia universidad de barcelona,,
11852,,facultad de filosofia universidad de murcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia universidad de murcia,,
11853,,facultad de filosofia usal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia usal,,
11854,,facultad de filosofia usc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia usc,,
11855,,facultad de filosofia y cc educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia y cc educacion,,
11856,,facultad de filosofia y ciencias de la e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia y ciencias de la e,,
11857,,facultad de filosofia y ciencias de la educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia y ciencias de la educacion,,
11858,,facultad de filosofia y letras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia y letras,,
11859,,facultad de filosofia y letras antigua facultad de educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia y letras antigua facultad de educacion,,
11860,,facultad de filosofia y letras de la universidad de granada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia y letras de la universidad de granada,,
11861,,facultad de filosofia y letras de la universidad de malaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia y letras de la universidad de malaga,,
11862,,facultad de filosofia y letras instituto de linguistica aplicada ila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia y letras instituto de linguistica aplicada ila,,
11863,,facultad de filosofia y letras madrid uned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia y letras madrid uned,,
11864,,facultad de filosofia y letras seccion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia y letras seccion,,
11865,,facultad de filosofia y letras universidad autonoma de madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofia y letras universidad autonoma de madrid,,
11866,,facultad de filosofias y letras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de filosofias y letras,,
11867,,facultad de fisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de fisica,,
11868,,facultad de fisica centro singular de investigacion en quimica biologica e materiais moleculares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de fisica centro singular de investigacion en quimica biologica e materiais moleculares,,
11869,,facultad de fisica ucm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de fisica ucm,,
11870,,facultad de fisica unidad de fisica de particulas y del cosmos de la ucm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de fisica unidad de fisica de particulas y del cosmos de la ucm,,
11871,,facultad de fisica y optica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de fisica y optica,,
11872,,facultad de fisicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de fisicas,,
11873,,facultad de fisioterapia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de fisioterapia,,
11874,,facultad de fisioterapia la coruna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de fisioterapia la coruna,,
11875,,facultad de fisioterapia uclm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de fisioterapia uclm,,
11876,,facultad de fisioterapia y enfermeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de fisioterapia y enfermeria,,
11877,,facultad de formacion de profesorado y e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de formacion de profesorado y e,,
11878,,facultad de formacion de profesorado y educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de formacion de profesorado y educacion,,
11879,,facultad de formacion del profesorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de formacion del profesorado,,
11880,,facultad de formacion del profesorado y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de formacion del profesorado y,,
11881,,facultad de formacion del profesorado y ciencias de la educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de formacion del profesorado y ciencias de la educacion,,
11882,,facultad de formacion del profesorado y educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de formacion del profesorado y educacion,,
11883,,facultad de geografia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de geografia,,
11884,,facultad de geografia e historia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de geografia e historia,,
11885,,facultad de geografia e historia de la universidad complutense de madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de geografia e historia de la universidad complutense de madrid,,
11886,,facultad de geografia e historia uned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de geografia e historia uned,,
11887,,facultad de geografia e historia uv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de geografia e historia uv,,
11888,,facultad de geografia ehistoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de geografia ehistoria,,
11889,,facultad de geografia en historia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de geografia en historia,,
11890,,facultad de geologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de geologia,,
11891,,facultad de georafia e historia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de georafia e historia,,
11892,,facultad de historia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de historia,,
11893,,facultad de historia del arte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de historia del arte,,
11894,,facultad de humanidades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades,,
11895,,facultad de humanidades comunicacion y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades comunicacion y,,
11896,,facultad de humanidades comunicacion y documentacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades comunicacion y documentacion,,
11897,,facultad de humanidades de 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades de 45,,
11898,,facultad de humanidades de albacete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades de albacete,,
11899,,facultad de humanidades de albacete universidad de castilla la mancha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades de albacete universidad de castilla la mancha,,
11900,,facultad de humanidades de toledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades de toledo,,
11901,,facultad de humanidades documentacion y comunicacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades documentacion y comunicacion,,
11902,,facultad de humanidades lugo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades lugo,,
11903,,facultad de humanidades orense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades orense,,
11904,,facultad de humanidades toledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades toledo,,
11905,,facultad de humanidades vigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades vigo,,
11906,,facultad de humanidades y ciencias de la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades y ciencias de la,,
11907,,facultad de humanidades y ciencias de la comunicacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades y ciencias de la comunicacion,,
11908,,facultad de humanidades y ciencias de la educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades y ciencias de la educacion,,
11909,,facultad de humanidades y ciencias sociales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades y ciencias sociales,,
11910,,facultad de humanidades y comunicacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades y comunicacion,,
11911,,facultad de humanidades y educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades y educacion,,
11912,,facultad de humanidades y patrimonio de 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de humanidades y patrimonio de 45,,
11913,,facultad de informatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de informatica,,
11914,,facultad de informatica de barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de informatica de barcelona,,
11915,,facultad de informatica desfasado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de informatica desfasado,,
11916,,facultad de informatica ucm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de informatica ucm,,
11917,,facultad de informatica universidad de murcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de informatica universidad de murcia,,
11918,,facultad de ingenieria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de ingenieria,,
11919,,facultad de la actividad fisica y del deporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de la actividad fisica y del deporte,,
11920,,facultad de lenguas aplicadas y humanidades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de lenguas aplicadas y humanidades,,
11921,,facultad de lenguas modernas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de lenguas modernas,,
11922,,facultad de lenguas y educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de lenguas y educacion,,
11923,,facultad de lenguas y letras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de lenguas y letras,,
11924,,facultad de letras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de letras,,
11925,,facultad de letras campus catalunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de letras campus catalunya,,
11926,,facultad de letras de la universidad de murcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de letras de la universidad de murcia,,
11927,,facultad de letras del campus de ciudad real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de letras del campus de ciudad real,,
11928,,facultad de letras faculte de lettres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de letras faculte de lettres,,
11929,,facultad de letras uclm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de letras uclm,,
11930,,facultad de letras universidad de murcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de letras universidad de murcia,,
11931,,facultad de letras y de la educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de letras y de la educacion,,
11932,,facultad de letras y educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de letras y educacion,,
11933,,facultad de letras y filosofia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de letras y filosofia,,
11934,,facultad de magisterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de magisterio,,
11935,,facultad de matematicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de matematicas,,
11936,,facultad de matematicas de la universidad de murcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de matematicas de la universidad de murcia,,
11937,,facultad de matematicas e informatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de matematicas e informatica,,
11938,,facultad de matematicas e informatica philipps universitat marburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de matematicas e informatica philipps universitat marburg,,
11939,,facultad de matematicas ies isaac peral de cartagena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de matematicas ies isaac peral de cartagena,,
11940,,facultad de matematicas instituto matematicas de la universidad de sevilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de matematicas instituto matematicas de la universidad de sevilla,,
11941,,facultad de matematicas universidad de murcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de matematicas universidad de murcia,,
11942,,facultad de matematicas y estadistica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de matematicas y estadistica,,
11943,,facultad de matematicas y estadistica fme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de matematicas y estadistica fme,,
11944,,facultad de matematicas y facultad de fisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de matematicas y facultad de fisica,,
11945,,facultad de medicina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultad de medicina,,
